city,date,temp,feels_like,weather_main,weather_description,freeFlowSpeed,currentSpeed
New York,2024-07-17 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-18 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-19 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-20 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-21 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-22 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-23 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-24 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-25 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-26 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-27 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-28 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-29 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-30 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-07-31 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-01 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-02 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-03 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-04 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-05 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-06 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
New York,2024-08-07 00:52:42.616869,303.88,308.16,Clouds,few clouds,21.0,13.0
Tokyo,2024-07-08 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-09 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-10 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-11 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-12 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-13 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-14 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-15 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-16 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-17 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-18 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-19 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-20 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-21 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-22 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-23 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-24 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-25 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-26 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-27 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-28 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-29 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-30 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-07-31 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-01 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-02 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-03 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-04 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-05 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-06 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Tokyo,2024-08-07 00:52:42.616869,300.7,305.22,Clouds,broken clouds,,
Mumbai,2024-07-08 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-09 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-10 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-11 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-12 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-13 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-14 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-15 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-16 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-17 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-18 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-19 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-20 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-21 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-22 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-23 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-24 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-25 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-26 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-27 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-28 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-29 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-30 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-07-31 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-01 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-02 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-03 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-04 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-05 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-06 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Mumbai,2024-08-07 00:52:42.616869,299.15,299.15,Clouds,overcast clouds,16.0,16.0
Sydney,2024-07-08 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-09 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-10 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-11 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-12 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-13 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-14 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-15 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-16 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-17 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-18 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-19 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-20 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-21 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-22 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-23 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-24 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-25 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-26 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-27 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-28 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-29 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-30 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-07-31 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-01 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-02 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-03 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-04 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-05 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-06 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
Sydney,2024-08-07 00:52:42.616869,279.89,277.69,Clouds,scattered clouds,24.0,24.0
